"FrameTypeID","FrameColorDescription","FrameShapeDescription"
3280,"Sapphire Blue","Sport"
3281,"Satin Sheen Gold","Cat Eye"
3282,"Satin Sheen Gold","Aviator"
3283,"Satin Sheen Gold","Rimless"
3284,"Satin Sheen Gold","Oval"
3285,"Satin Sheen Gold","Sport"
3286,"Scarlet","Cat Eye"
3287,"Scarlet","Aviator"
3288,"Scarlet","Rimless"
3289,"Scarlet","Oval"
3290,"Scarlet","Sport"
3291,"School Bus Yellow","Cat Eye"
3292,"School Bus Yellow","Aviator"
3293,"School Bus Yellow","Rimless"
3294,"School Bus Yellow","Oval"
3295,"School Bus Yellow","Sport"
3296,"Screamin' Green","Cat Eye"
3297,"Screamin' Green","Aviator"
3298,"Screamin' Green","Rimless"
3299,"Screamin' Green","Oval"
3300,"Screamin' Green","Sport"
3301,"Sea Blue","Cat Eye"
3302,"Sea Blue","Aviator"
3303,"Sea Blue","Rimless"
3304,"Sea Blue","Oval"
3305,"Sea Blue","Sport"
3306,"Sea Green","Cat Eye"
3307,"Sea Green","Aviator"
3308,"Sea Green","Rimless"
3309,"Sea Green","Oval"
3310,"Sea Green","Sport"
3311,"Seal Brown","Cat Eye"
3312,"Seal Brown","Aviator"
3313,"Seal Brown","Rimless"
3314,"Seal Brown","Oval"
3315,"Seal Brown","Sport"
3316,"Seashell","Cat Eye"
3317,"Seashell","Aviator"
3318,"Seashell","Rimless"
3319,"Seashell","Oval"
3320,"Seashell","Sport"
3321,"Selective Yellow","Cat Eye"
3322,"Selective Yellow","Aviator"
3323,"Selective Yellow","Rimless"
3324,"Selective Yellow","Oval"
3325,"Selective Yellow","Sport"
3326,"Sepia","Cat Eye"
3327,"Sepia","Aviator"
3328,"Sepia","Rimless"
3329,"Sepia","Oval"
3330,"Sepia","Sport"
3331,"Shadow","Cat Eye"
3332,"Shadow","Aviator"
3333,"Shadow","Rimless"
3334,"Shadow","Oval"
3335,"Shadow","Sport"
3336,"Shamrock Green","Cat Eye"
3337,"Shamrock Green","Aviator"
3338,"Shamrock Green","Rimless"
3339,"Shamrock Green","Oval"
3340,"Shamrock Green","Sport"
3341,"Shocking Pink","Cat Eye"
3342,"Shocking Pink","Aviator"
3343,"Shocking Pink","Rimless"
3344,"Shocking Pink","Oval"
3345,"Shocking Pink","Sport"
3346,"Sienna","Cat Eye"
3347,"Sienna","Aviator"
3348,"Sienna","Rimless"
3349,"Sienna","Oval"
3350,"Sienna","Sport"
3351,"Silver","Cat Eye"
3352,"Silver","Aviator"
3353,"Silver","Rimless"
3354,"Silver","Oval"
3355,"Silver","Sport"
3356,"Sinopia","Cat Eye"
3357,"Sinopia","Aviator"
3358,"Sinopia","Rimless"
3359,"Sinopia","Oval"
3360,"Sinopia","Sport"
3361,"Skobeloff","Cat Eye"
3362,"Skobeloff","Aviator"
3363,"Skobeloff","Rimless"
3364,"Skobeloff","Oval"
3365,"Skobeloff","Sport"
3366,"Sky Blue","Cat Eye"
3367,"Sky Blue","Aviator"
3368,"Sky Blue","Rimless"
3369,"Sky Blue","Oval"
3370,"Sky Blue","Sport"
3371,"Sky Magenta","Cat Eye"
3372,"Sky Magenta","Aviator"
3373,"Sky Magenta","Rimless"
3374,"Sky Magenta","Oval"
3375,"Sky Magenta","Sport"
3376,"Slate Blue","Cat Eye"
3377,"Slate Blue","Aviator"
3378,"Slate Blue","Rimless"
3379,"Slate Blue","Oval"
3380,"Slate Blue","Sport"
3381,"Slate Gray","Cat Eye"
3382,"Slate Gray","Aviator"
3383,"Slate Gray","Rimless"
3384,"Slate Gray","Oval"
3385,"Slate Gray","Sport"
3386,"Smokey Topaz","Cat Eye"
3387,"Smokey Topaz","Aviator"
3388,"Smokey Topaz","Rimless"
3389,"Smokey Topaz","Oval"
3390,"Smokey Topaz","Sport"
3391,"Smoky Black","Cat Eye"
3392,"Smoky Black","Aviator"
3393,"Smoky Black","Rimless"
3394,"Smoky Black","Oval"
3395,"Smoky Black","Sport"
3396,"Snow","Cat Eye"
3397,"Snow","Aviator"
3398,"Snow","Rimless"
3399,"Snow","Oval"
3400,"Snow","Sport"
3401,"Spiro Disco Ball","Cat Eye"
3402,"Spiro Disco Ball","Aviator"
3403,"Spiro Disco Ball","Rimless"
3404,"Spiro Disco Ball","Oval"
3405,"Spiro Disco Ball","Sport"
3406,"Spring Bud","Cat Eye"
3407,"Spring Bud","Aviator"
3408,"Spring Bud","Rimless"
3409,"Spring Bud","Oval"
3410,"Spring Bud","Sport"
3411,"Spring Green","Cat Eye"
3412,"Spring Green","Aviator"
3413,"Spring Green","Rimless"
3414,"Spring Green","Oval"
3415,"Spring Green","Sport"
3416,"St. Patrick'S Blue","Cat Eye"
3417,"St. Patrick'S Blue","Aviator"
3418,"St. Patrick'S Blue","Rimless"
3419,"St. Patrick'S Blue","Oval"
3420,"St. Patrick'S Blue","Sport"
3421,"Steel Blue","Cat Eye"
3422,"Steel Blue","Aviator"
3423,"Steel Blue","Rimless"
3424,"Steel Blue","Oval"
3425,"Steel Blue","Sport"
3426,"Stil De Grain Yellow","Cat Eye"
3427,"Stil De Grain Yellow","Aviator"
3428,"Stil De Grain Yellow","Rimless"
3429,"Stil De Grain Yellow","Oval"
3430,"Stil De Grain Yellow","Sport"
3431,"Stizza","Cat Eye"
3432,"Stizza","Aviator"
3433,"Stizza","Rimless"
3434,"Stizza","Oval"
3435,"Stizza","Sport"
3436,"Stormcloud","Cat Eye"
3437,"Stormcloud","Aviator"
3438,"Stormcloud","Rimless"
3439,"Stormcloud","Oval"
3440,"Stormcloud","Sport"
3441,"Straw","Cat Eye"
3442,"Straw","Aviator"
3443,"Straw","Rimless"
3444,"Straw","Oval"
3445,"Straw","Sport"
3446,"Sunglow","Cat Eye"
3447,"Sunglow","Aviator"
3448,"Sunglow","Rimless"
3449,"Sunglow","Oval"
3450,"Sunglow","Sport"
3451,"Sunset","Cat Eye"
3452,"Sunset","Aviator"
3453,"Sunset","Rimless"
3454,"Sunset","Oval"
3455,"Sunset","Sport"
3456,"Tan","Cat Eye"
3457,"Tan","Aviator"
3458,"Tan","Rimless"
3459,"Tan","Oval"
3460,"Tan","Sport"
3461,"Tangelo","Cat Eye"
3462,"Tangelo","Aviator"
3463,"Tangelo","Rimless"
3464,"Tangelo","Oval"
3465,"Tangelo","Sport"
3466,"Tangerine","Cat Eye"
3467,"Tangerine","Aviator"
3468,"Tangerine","Rimless"
3469,"Tangerine","Oval"
3470,"Tangerine","Sport"
3471,"Tangerine Yellow","Cat Eye"
3472,"Tangerine Yellow","Aviator"
3473,"Tangerine Yellow","Rimless"
3474,"Tangerine Yellow","Oval"
3475,"Tangerine Yellow","Sport"
3476,"Tango Pink","Cat Eye"
3477,"Tango Pink","Aviator"
3478,"Tango Pink","Rimless"
3479,"Tango Pink","Oval"
3480,"Tango Pink","Sport"
3481,"Taupe","Cat Eye"
3482,"Taupe","Aviator"
3483,"Taupe","Rimless"
3484,"Taupe","Oval"
3485,"Taupe","Sport"
3486,"Taupe Gray","Cat Eye"
3487,"Taupe Gray","Aviator"
3488,"Taupe Gray","Rimless"
3489,"Taupe Gray","Oval"
3490,"Taupe Gray","Sport"
3491,"Tea Green","Cat Eye"
3492,"Tea Green","Aviator"
3493,"Tea Green","Rimless"
3494,"Tea Green","Oval"
3495,"Tea Green","Sport"
3496,"Teal","Cat Eye"
3497,"Teal","Aviator"
3498,"Teal","Rimless"
3499,"Teal","Oval"
3500,"Teal","Sport"
3501,"Teal Blue","Cat Eye"
3502,"Teal Blue","Aviator"
3503,"Teal Blue","Rimless"
3504,"Teal Blue","Oval"
3505,"Teal Blue","Sport"
3506,"Teal Green","Cat Eye"
3507,"Teal Green","Aviator"
3508,"Teal Green","Rimless"
3509,"Teal Green","Oval"
3510,"Teal Green","Sport"
3511,"Telemagenta","Cat Eye"
3512,"Telemagenta","Aviator"
3513,"Telemagenta","Rimless"
3514,"Telemagenta","Oval"
3515,"Telemagenta","Sport"
3516,"Terra Cotta","Cat Eye"
3517,"Terra Cotta","Aviator"
3518,"Terra Cotta","Rimless"
3519,"Terra Cotta","Oval"
3520,"Terra Cotta","Sport"
3521,"Thistle","Cat Eye"
3522,"Thistle","Aviator"
3523,"Thistle","Rimless"
3524,"Thistle","Oval"
3525,"Thistle","Sport"
3526,"Thulian Pink","Cat Eye"
3527,"Thulian Pink","Aviator"
3528,"Thulian Pink","Rimless"
3529,"Thulian Pink","Oval"
3530,"Thulian Pink","Sport"
3531,"Tickle Me Pink","Cat Eye"
3532,"Tickle Me Pink","Aviator"
3533,"Tickle Me Pink","Rimless"
3534,"Tickle Me Pink","Oval"
3535,"Tickle Me Pink","Sport"
3536,"Tiffany Blue","Cat Eye"
3537,"Tiffany Blue","Aviator"
3538,"Tiffany Blue","Rimless"
3539,"Tiffany Blue","Oval"
3540,"Tiffany Blue","Sport"
3541,"Tiger'S Eye","Cat Eye"
3542,"Tiger'S Eye","Aviator"
3543,"Tiger'S Eye","Rimless"
3544,"Tiger'S Eye","Oval"
3545,"Tiger'S Eye","Sport"
3546,"Timberwolf","Cat Eye"
3547,"Timberwolf","Aviator"
3548,"Timberwolf","Rimless"
3549,"Timberwolf","Oval"
3550,"Timberwolf","Sport"
3551,"Titanium Yellow","Cat Eye"
3552,"Titanium Yellow","Aviator"
3553,"Titanium Yellow","Rimless"
3554,"Titanium Yellow","Oval"
3555,"Titanium Yellow","Sport"
3556,"Tomato","Cat Eye"
3557,"Tomato","Aviator"
3558,"Tomato","Rimless"
3559,"Tomato","Oval"
3560,"Tomato","Sport"
3561,"Toolbox","Cat Eye"
3562,"Toolbox","Aviator"
3563,"Toolbox","Rimless"
3564,"Toolbox","Oval"
3565,"Toolbox","Sport"
3566,"Topaz","Cat Eye"
3567,"Topaz","Aviator"
3568,"Topaz","Rimless"
3569,"Topaz","Oval"
3570,"Topaz","Sport"
3571,"Tractor Red","Cat Eye"
3572,"Tractor Red","Aviator"
3573,"Tractor Red","Rimless"
3574,"Tractor Red","Oval"
3575,"Tractor Red","Sport"
3576,"Trolley Grey","Cat Eye"
3577,"Trolley Grey","Aviator"
3578,"Trolley Grey","Rimless"
3579,"Trolley Grey","Oval"
3580,"Trolley Grey","Sport"
3581,"Tropical Rain Forest","Cat Eye"
3582,"Tropical Rain Forest","Aviator"
3583,"Tropical Rain Forest","Rimless"
3584,"Tropical Rain Forest","Oval"
3585,"Tropical Rain Forest","Sport"
3586,"True Blue","Cat Eye"
3587,"True Blue","Aviator"
3588,"True Blue","Rimless"
3589,"True Blue","Oval"
3590,"True Blue","Sport"
3591,"Tufts Blue","Cat Eye"
3592,"Tufts Blue","Aviator"
3593,"Tufts Blue","Rimless"
3594,"Tufts Blue","Oval"
3595,"Tufts Blue","Sport"
3596,"Tumbleweed","Cat Eye"
3597,"Tumbleweed","Aviator"
3598,"Tumbleweed","Rimless"
3599,"Tumbleweed","Oval"
3600,"Tumbleweed","Sport"
3601,"Turkish Rose","Cat Eye"
3602,"Turkish Rose","Aviator"
3603,"Turkish Rose","Rimless"
3604,"Turkish Rose","Oval"
3605,"Turkish Rose","Sport"
3606,"Turquoise","Cat Eye"
3607,"Turquoise","Aviator"
3608,"Turquoise","Rimless"
3609,"Turquoise","Oval"
3610,"Turquoise","Sport"
3611,"Turquoise Blue","Cat Eye"
3612,"Turquoise Blue","Aviator"
3613,"Turquoise Blue","Rimless"
3614,"Turquoise Blue","Oval"
3615,"Turquoise Blue","Sport"
3616,"Turquoise Green","Cat Eye"
3617,"Turquoise Green","Aviator"
3618,"Turquoise Green","Rimless"
3619,"Turquoise Green","Oval"
3620,"Turquoise Green","Sport"
3621,"Tuscan Red","Cat Eye"
3622,"Tuscan Red","Aviator"
3623,"Tuscan Red","Rimless"
3624,"Tuscan Red","Oval"
3625,"Tuscan Red","Sport"
3626,"Twilight Lavender","Cat Eye"
3627,"Twilight Lavender","Aviator"
3628,"Twilight Lavender","Rimless"
3629,"Twilight Lavender","Oval"
3630,"Twilight Lavender","Sport"
3631,"Tyrian Purple","Cat Eye"
3632,"Tyrian Purple","Aviator"
3633,"Tyrian Purple","Rimless"
3634,"Tyrian Purple","Oval"
3635,"Tyrian Purple","Sport"
3636,"Ua Blue","Cat Eye"
3637,"Ua Blue","Aviator"
3638,"Ua Blue","Rimless"
3639,"Ua Blue","Oval"
3640,"Ua Blue","Sport"
3641,"Ua Red","Cat Eye"
3642,"Ua Red","Aviator"
3643,"Ua Red","Rimless"
3644,"Ua Red","Oval"
3645,"Ua Red","Sport"
3646,"Ube","Cat Eye"
3647,"Ube","Aviator"
3648,"Ube","Rimless"
3649,"Ube","Oval"
3650,"Ube","Sport"
3651,"Ucla Blue","Cat Eye"
3652,"Ucla Blue","Aviator"
3653,"Ucla Blue","Rimless"
3654,"Ucla Blue","Oval"
3655,"Ucla Blue","Sport"
3656,"Ucla Gold","Cat Eye"
3657,"Ucla Gold","Aviator"
3658,"Ucla Gold","Rimless"
3659,"Ucla Gold","Oval"
3660,"Ucla Gold","Sport"
3661,"Ufo Green","Cat Eye"
3662,"Ufo Green","Aviator"
3663,"Ufo Green","Rimless"
3664,"Ufo Green","Oval"
3665,"Ufo Green","Sport"
3666,"Ultra Pink","Cat Eye"
3667,"Ultra Pink","Aviator"
3668,"Ultra Pink","Rimless"
3669,"Ultra Pink","Oval"
3670,"Ultra Pink","Sport"
3671,"Ultramarine","Cat Eye"
3672,"Ultramarine","Aviator"
3673,"Ultramarine","Rimless"
3674,"Ultramarine","Oval"
3675,"Ultramarine","Sport"
3676,"Ultramarine Blue","Cat Eye"
3677,"Ultramarine Blue","Aviator"
3678,"Ultramarine Blue","Rimless"
3679,"Ultramarine Blue","Oval"
3680,"Ultramarine Blue","Sport"
3681,"Umber","Cat Eye"
3682,"Umber","Aviator"
3683,"Umber","Rimless"
3684,"Umber","Oval"
3685,"Umber","Sport"
3686,"Unbleached Silk","Cat Eye"
3687,"Unbleached Silk","Aviator"
3688,"Unbleached Silk","Rimless"
3689,"Unbleached Silk","Oval"
3690,"Unbleached Silk","Sport"
3691,"United Nations Blue","Cat Eye"
3692,"United Nations Blue","Aviator"
3693,"United Nations Blue","Rimless"
3694,"United Nations Blue","Oval"
3695,"United Nations Blue","Sport"
3696,"University Of California Gold","Cat Eye"
3697,"University Of California Gold","Aviator"
3698,"University Of California Gold","Rimless"
3699,"University Of California Gold","Oval"
3700,"University Of California Gold","Sport"
3701,"Unmellow Yellow","Cat Eye"
3702,"Unmellow Yellow","Aviator"
3703,"Unmellow Yellow","Rimless"
3704,"Unmellow Yellow","Oval"
3705,"Unmellow Yellow","Sport"
3706,"Up Forest Green","Cat Eye"
3707,"Up Forest Green","Aviator"
3708,"Up Forest Green","Rimless"
3709,"Up Forest Green","Oval"
3710,"Up Forest Green","Sport"
3711,"Up Maroon","Cat Eye"
3712,"Up Maroon","Aviator"
3713,"Up Maroon","Rimless"
3714,"Up Maroon","Oval"
3715,"Up Maroon","Sport"
3716,"Upsdell Red","Cat Eye"
3717,"Upsdell Red","Aviator"
3718,"Upsdell Red","Rimless"
3719,"Upsdell Red","Oval"
3720,"Upsdell Red","Sport"
3721,"Urobilin","Cat Eye"
3722,"Urobilin","Aviator"
3723,"Urobilin","Rimless"
3724,"Urobilin","Oval"
3725,"Urobilin","Sport"
3726,"Usafa Blue","Cat Eye"
3727,"Usafa Blue","Aviator"
3728,"Usafa Blue","Rimless"
3729,"Usafa Blue","Oval"
3730,"Usafa Blue","Sport"
3731,"Usc Cardinal","Cat Eye"
3732,"Usc Cardinal","Aviator"
3733,"Usc Cardinal","Rimless"
3734,"Usc Cardinal","Oval"
3735,"Usc Cardinal","Sport"
3736,"Usc Gold","Cat Eye"
3737,"Usc Gold","Aviator"
3738,"Usc Gold","Rimless"
3739,"Usc Gold","Oval"
3740,"Usc Gold","Sport"
3741,"Utah Crimson","Cat Eye"
3742,"Utah Crimson","Aviator"
3743,"Utah Crimson","Rimless"
3744,"Utah Crimson","Oval"
3745,"Utah Crimson","Sport"
3746,"Vanilla","Cat Eye"
3747,"Vanilla","Aviator"
3748,"Vanilla","Rimless"
3749,"Vanilla","Oval"
3750,"Vanilla","Sport"
3751,"Vegas Gold","Cat Eye"
3752,"Vegas Gold","Aviator"
3753,"Vegas Gold","Rimless"
3754,"Vegas Gold","Oval"
3755,"Vegas Gold","Sport"
3756,"Venetian Red","Cat Eye"
3757,"Venetian Red","Aviator"
3758,"Venetian Red","Rimless"
3759,"Venetian Red","Oval"
3760,"Venetian Red","Sport"
3761,"Verdigris","Cat Eye"
3762,"Verdigris","Aviator"
3763,"Verdigris","Rimless"
3764,"Verdigris","Oval"
3765,"Verdigris","Sport"
3766,"Veronica","Cat Eye"
3767,"Veronica","Aviator"
3768,"Veronica","Rimless"
3769,"Veronica","Oval"
3770,"Veronica","Sport"
3771,"Violet","Cat Eye"
3772,"Violet","Aviator"
3773,"Violet","Rimless"
3774,"Violet","Oval"
3775,"Violet","Sport"
3776,"Violet-Blue","Cat Eye"
3777,"Violet-Blue","Aviator"
3778,"Violet-Blue","Rimless"
3779,"Violet-Blue","Oval"
3780,"Violet-Blue","Sport"
3781,"Viridian","Cat Eye"
3782,"Viridian","Aviator"
3783,"Viridian","Rimless"
3784,"Viridian","Oval"
3785,"Viridian","Sport"
3786,"Vivid Auburn","Cat Eye"
3787,"Vivid Auburn","Aviator"
3788,"Vivid Auburn","Rimless"
3789,"Vivid Auburn","Oval"
3790,"Vivid Auburn","Sport"
3791,"Vivid Burgundy","Cat Eye"
3792,"Vivid Burgundy","Aviator"
3793,"Vivid Burgundy","Rimless"
3794,"Vivid Burgundy","Oval"
3795,"Vivid Burgundy","Sport"
3796,"Vivid Cerise","Cat Eye"
3797,"Vivid Cerise","Aviator"
3798,"Vivid Cerise","Rimless"
3799,"Vivid Cerise","Oval"
3800,"Vivid Cerise","Sport"
3801,"Vivid Tangerine","Cat Eye"
3802,"Vivid Tangerine","Aviator"
3803,"Vivid Tangerine","Rimless"
3804,"Vivid Tangerine","Oval"
3805,"Vivid Tangerine","Sport"
3806,"Vivid Violet","Cat Eye"
3807,"Vivid Violet","Aviator"
3808,"Vivid Violet","Rimless"
3809,"Vivid Violet","Oval"
3810,"Vivid Violet","Sport"
3811,"Warm Black","Cat Eye"
3812,"Warm Black","Aviator"
3813,"Warm Black","Rimless"
3814,"Warm Black","Oval"
3815,"Warm Black","Sport"
3816,"Waterspout","Cat Eye"
3817,"Waterspout","Aviator"
3818,"Waterspout","Rimless"
3819,"Waterspout","Oval"
3820,"Waterspout","Sport"
3821,"Wenge","Cat Eye"
3822,"Wenge","Aviator"
3823,"Wenge","Rimless"
3824,"Wenge","Oval"
3825,"Wenge","Sport"
3826,"Wheat","Cat Eye"
3827,"Wheat","Aviator"
3828,"Wheat","Rimless"
3829,"Wheat","Oval"
3830,"Wheat","Sport"
3831,"White","Cat Eye"
3832,"White","Aviator"
3833,"White","Rimless"
3834,"White","Oval"
3835,"White","Sport"
3836,"White Smoke","Cat Eye"
3837,"White Smoke","Aviator"
3838,"White Smoke","Rimless"
3839,"White Smoke","Oval"
3840,"White Smoke","Sport"
3841,"Wild Blue Yonder","Cat Eye"
3842,"Wild Blue Yonder","Aviator"
3843,"Wild Blue Yonder","Rimless"
3844,"Wild Blue Yonder","Oval"
3845,"Wild Blue Yonder","Sport"
3846,"Wild Strawberry","Cat Eye"
3847,"Wild Strawberry","Aviator"
3848,"Wild Strawberry","Rimless"
3849,"Wild Strawberry","Oval"
3850,"Wild Strawberry","Sport"
3851,"Wild Watermelon","Cat Eye"
3852,"Wild Watermelon","Aviator"
3853,"Wild Watermelon","Rimless"
3854,"Wild Watermelon","Oval"
3855,"Wild Watermelon","Sport"
3856,"Wine","Cat Eye"
3857,"Wine","Aviator"
3858,"Wine","Rimless"
3859,"Wine","Oval"
3860,"Wine","Sport"
3861,"Wine Dregs","Cat Eye"
3862,"Wine Dregs","Aviator"
3863,"Wine Dregs","Rimless"
3864,"Wine Dregs","Oval"
3865,"Wine Dregs","Sport"
3866,"Wisteria","Cat Eye"
3867,"Wisteria","Aviator"
3868,"Wisteria","Rimless"
3869,"Wisteria","Oval"
3870,"Wisteria","Sport"
3871,"Wood Brown","Cat Eye"
3872,"Wood Brown","Aviator"
3873,"Wood Brown","Rimless"
3874,"Wood Brown","Oval"
3875,"Wood Brown","Sport"
3876,"Xanadu","Cat Eye"
3877,"Xanadu","Aviator"
3878,"Xanadu","Rimless"
3879,"Xanadu","Oval"
3880,"Xanadu","Sport"
3881,"Yale Blue","Cat Eye"
3882,"Yale Blue","Aviator"
3883,"Yale Blue","Rimless"
3884,"Yale Blue","Oval"
3885,"Yale Blue","Sport"
3886,"Yellow","Cat Eye"
3887,"Yellow","Aviator"
3888,"Yellow","Rimless"
3889,"Yellow","Oval"
3890,"Yellow","Sport"
3891,"Yellow-Green","Cat Eye"
3892,"Yellow-Green","Aviator"
3893,"Yellow-Green","Rimless"
3894,"Yellow-Green","Oval"
3895,"Yellow-Green","Sport"
3896,"Yellow Orange","Cat Eye"
3897,"Yellow Orange","Aviator"
3898,"Yellow Orange","Rimless"
3899,"Yellow Orange","Oval"
3900,"Yellow Orange","Sport"
3901,"Zaffre","Cat Eye"
3902,"Zaffre","Aviator"
3903,"Zaffre","Rimless"
3904,"Zaffre","Oval"
3905,"Zaffre","Sport"
3906,"Zinnwaldite Brown","Cat Eye"
3907,"Zinnwaldite Brown","Aviator"
3908,"Zinnwaldite Brown","Rimless"
3909,"Zinnwaldite Brown","Oval"
3910,"Zinnwaldite Brown","Sport"
